step,upright,speed,reward,skill_name,fault_active,emergency_pending
142,0.984,0.0668,0.5415,flat_ground_walk_forward,False,False
143,0.9838,0.038,0.5106,flat_ground_walk_forward,False,False
144,0.9839,0.0432,0.5285,flat_ground_walk_forward,False,False
145,0.9838,0.0219,0.5175,flat_ground_walk_forward,False,False
146,0.9839,0.0147,0.5096,flat_ground_walk_forward,False,False
147,0.9841,0.0248,0.5184,flat_ground_walk_forward,False,False
148,0.9841,0.0224,0.5084,flat_ground_walk_forward,False,False
149,0.9842,0.0244,0.514,flat_ground_walk_forward,False,False
150,0.9843,0.0286,0.5148,flat_ground_walk_forward,False,False
151,0.9844,0.0239,0.506,flat_ground_walk_forward,False,False
152,0.9845,0.023,0.5123,flat_ground_walk_forward,False,False
153,0.9846,0.0248,0.5111,flat_ground_walk_forward,False,False
154,0.9846,0.021,0.5079,flat_ground_walk_forward,False,False
155,0.9847,0.022,0.5104,flat_ground_walk_forward,False,False
156,0.9847,0.0192,0.508,flat_ground_walk_forward,False,False
157,0.9848,0.0182,0.5085,flat_ground_walk_forward,False,False
158,0.9848,0.0193,0.5089,flat_ground_walk_forward,False,False
159,0.9849,0.0165,0.5066,flat_ground_walk_forward,False,False
160,0.9849,0.0438,0.4901,flat_ground_walk_forward,False,False
161,0.9853,0.1091,0.4756,flat_ground_walk_forward,False,False
162,0.9863,0.1646,0.4823,flat_ground_walk_forward,False,False
163,0.9874,0.2173,0.5087,flat_ground_walk_forward,False,False
164,0.9886,0.2505,0.5414,flat_ground_walk_forward,False,False
165,0.9899,0.2865,0.5857,flat_ground_walk_forward,False,False
166,0.9911,0.3271,0.636,flat_ground_walk_forward,False,False
167,0.9923,0.3847,0.694,flat_ground_walk_forward,False,False
168,0.9932,0.4501,0.7528,flat_ground_walk_forward,False,False
169,0.9941,0.5138,0.806,flat_ground_walk_forward,False,False
170,0.9947,0.5608,0.8449,flat_ground_walk_forward,False,False
171,0.9952,0.5841,0.8634,flat_ground_walk_forward,False,False
172,0.9956,0.5864,0.8643,flat_ground_walk_forward,False,False
173,0.9957,0.571,0.8498,flat_ground_walk_forward,False,False
174,0.9955,0.5403,0.8222,flat_ground_walk_forward,False,False
175,0.9952,0.5022,0.7898,flat_ground_walk_forward,False,False
176,0.9947,0.4713,0.7606,flat_ground_walk_forward,False,False
177,0.9939,0.4287,0.7304,flat_ground_walk_forward,False,False
178,0.9931,0.3768,0.7,flat_ground_walk_forward,False,False
179,0.9925,0.3275,0.6732,flat_ground_walk_forward,False,False
180,0.9921,0.2921,0.6538,flat_ground_walk_forward,False,False
181,0.9918,0.2653,0.6398,flat_ground_walk_forward,False,False
182,0.9915,0.2513,0.6306,flat_ground_walk_forward,False,False
183,0.9913,0.2487,0.6267,flat_ground_walk_forward,False,False
184,0.991,0.2542,0.6266,flat_ground_walk_forward,False,False
185,0.9906,0.2655,0.6302,flat_ground_walk_forward,False,False
186,0.99,0.2805,0.6369,flat_ground_walk_forward,False,False
187,0.9892,0.2977,0.6465,flat_ground_walk_forward,False,False
188,0.9881,0.3166,0.6586,flat_ground_walk_forward,False,False
189,0.9867,0.3368,0.6732,flat_ground_walk_forward,False,False
190,0.9863,0.2164,0.5906,flat_ground_walk_forward,False,False
191,0.987,0.1445,0.4813,flat_ground_walk_forward,False,False
192,0.9869,0.0658,0.4956,flat_ground_walk_forward,False,False
193,0.9867,0.0496,0.5008,flat_ground_walk_forward,False,False
194,0.986,0.0486,0.5149,flat_ground_walk_forward,False,False
195,0.9856,0.0413,0.519,flat_ground_walk_forward,False,False
196,0.9858,0.0095,0.4877,flat_ground_walk_forward,False,False
197,0.986,0.047,0.4794,flat_ground_walk_forward,False,False
198,0.9859,0.0589,0.4883,flat_ground_walk_forward,False,False
199,0.9861,0.0624,0.496,flat_ground_walk_forward,False,False
200,0.9864,0.0949,0.4618,flat_ground_walk_forward,False,False
201,0.9864,0.1424,0.4216,flat_ground_walk_forward,False,False
202,0.9863,0.1935,0.3775,flat_ground_walk_forward,False,False
203,0.9861,0.2554,0.3057,flat_ground_walk_forward,False,False
204,0.9857,0.3305,0.248,flat_ground_walk_forward,False,False
205,0.9853,0.4018,0.2263,flat_ground_walk_forward,False,False
206,0.985,0.4922,0.1845,flat_ground_walk_forward,False,False
207,0.985,0.5809,0.1443,flat_ground_walk_forward,False,False
208,0.9853,0.6641,0.1031,flat_ground_walk_forward,False,False
209,0.9859,0.7478,0.0502,flat_ground_walk_forward,False,False
210,0.9856,0.6588,0.1134,flat_ground_walk_forward,False,False
211,0.985,0.484,0.1914,flat_ground_walk_forward,False,False
212,0.9858,0.1869,0.3249,flat_ground_walk_forward,False,False
213,0.9866,0.3112,0.5914,flat_ground_walk_forward,False,False
214,0.9871,0.2962,0.5696,flat_ground_walk_forward,False,False
215,0.9868,0.2628,0.6036,flat_ground_walk_forward,False,False
216,0.9861,0.243,0.632,flat_ground_walk_forward,False,False
217,0.9857,0.2309,0.6443,flat_ground_walk_forward,False,False
218,0.9851,0.2187,0.6638,flat_ground_walk_forward,False,False
219,0.985,0.1963,0.6305,flat_ground_walk_forward,False,False
220,0.9846,0.1413,0.5888,flat_ground_walk_forward,False,False
221,0.9844,0.1176,0.586,flat_ground_walk_forward,False,False
222,0.9842,0.0759,0.5527,flat_ground_walk_forward,False,False
223,0.9841,0.0382,0.51,flat_ground_walk_forward,False,False
224,0.9842,0.037,0.5244,flat_ground_walk_forward,False,False
225,0.9841,0.0191,0.5146,flat_ground_walk_forward,False,False
226,0.9842,0.0098,0.5053,flat_ground_walk_forward,False,False
227,0.9843,0.024,0.5172,flat_ground_walk_forward,False,False
228,0.9844,0.0169,0.5049,flat_ground_walk_forward,False,False
229,0.9845,0.021,0.5096,flat_ground_walk_forward,False,False
230,0.9846,0.0271,0.5134,flat_ground_walk_forward,False,False
231,0.9847,0.0178,0.5038,flat_ground_walk_forward,False,False
232,0.9848,0.0222,0.5104,flat_ground_walk_forward,False,False
233,0.9848,0.0218,0.5089,flat_ground_walk_forward,False,False
234,0.9849,0.0175,0.5055,flat_ground_walk_forward,False,False
235,0.9849,0.02,0.5089,flat_ground_walk_forward,False,False
236,0.985,0.016,0.506,flat_ground_walk_forward,False,False
237,0.985,0.0164,0.5068,flat_ground_walk_forward,False,False
238,0.985,0.0167,0.5071,flat_ground_walk_forward,False,False
239,0.9851,0.0133,0.505,flat_ground_walk_forward,False,False
240,0.9851,0.0432,0.4892,flat_ground_walk_forward,False,False
241,0.9855,0.1081,0.474,flat_ground_walk_forward,False,False
242,0.9864,0.1628,0.4813,flat_ground_walk_forward,False,False
243,0.9875,0.2141,0.5073,flat_ground_walk_forward,False,False
244,0.9888,0.2463,0.5387,flat_ground_walk_forward,False,False
245,0.99,0.2835,0.584,flat_ground_walk_forward,False,False
246,0.9912,0.327,0.6364,flat_ground_walk_forward,False,False
247,0.9923,0.3885,0.6968,flat_ground_walk_forward,False,False
248,0.9933,0.4565,0.7574,flat_ground_walk_forward,False,False
249,0.9941,0.5191,0.8096,flat_ground_walk_forward,False,False
250,0.9948,0.5627,0.8457,flat_ground_walk_forward,False,False
251,0.9953,0.5844,0.8627,flat_ground_walk_forward,False,False
252,0.9957,0.584,0.8608,flat_ground_walk_forward,False,False
253,0.9958,0.568,0.8452,flat_ground_walk_forward,False,False
254,0.9956,0.5389,0.8192,flat_ground_walk_forward,False,False
255,0.9953,0.5006,0.7875,flat_ground_walk_forward,False,False
256,0.9948,0.4699,0.7591,flat_ground_walk_forward,False,False
257,0.994,0.4275,0.73,flat_ground_walk_forward,False,False
258,0.9932,0.3746,0.6999,flat_ground_walk_forward,False,False
259,0.9927,0.3245,0.6732,flat_ground_walk_forward,False,False
260,0.9922,0.2888,0.6538,flat_ground_walk_forward,False,False
261,0.9919,0.2618,0.6397,flat_ground_walk_forward,False,False
262,0.9917,0.2473,0.6304,flat_ground_walk_forward,False,False
263,0.9914,0.245,0.6262,flat_ground_walk_forward,False,False
264,0.9912,0.2509,0.6259,flat_ground_walk_forward,False,False
265,0.9908,0.2626,0.6292,flat_ground_walk_forward,False,False
266,0.9902,0.2778,0.6356,flat_ground_walk_forward,False,False
267,0.9894,0.2952,0.6449,flat_ground_walk_forward,False,False
268,0.9884,0.314,0.6567,flat_ground_walk_forward,False,False
269,0.987,0.334,0.671,flat_ground_walk_forward,False,False
270,0.9863,0.2297,0.6053,flat_ground_walk_forward,False,False
271,0.987,0.1544,0.4872,flat_ground_walk_forward,False,False
272,0.9871,0.0712,0.4889,flat_ground_walk_forward,False,False
273,0.9869,0.0495,0.4991,flat_ground_walk_forward,False,False
274,0.9863,0.0507,0.5129,flat_ground_walk_forward,False,False
275,0.9857,0.0604,0.53,flat_ground_walk_forward,False,False
276,0.9859,0.0152,0.4951,flat_ground_walk_forward,False,False
277,0.9861,0.0417,0.478,flat_ground_walk_forward,False,False
278,0.986,0.0569,0.4847,flat_ground_walk_forward,False,False
279,0.9862,0.0583,0.4957,flat_ground_walk_forward,False,False
280,0.9864,0.0915,0.4658,flat_ground_walk_forward,False,False
281,0.9864,0.1394,0.4197,flat_ground_walk_forward,False,False
282,0.9864,0.1905,0.3796,flat_ground_walk_forward,False,False
283,0.9861,0.2498,0.313,flat_ground_walk_forward,False,False
284,0.9857,0.3191,0.2561,flat_ground_walk_forward,False,False
285,0.9853,0.3993,0.2274,flat_ground_walk_forward,False,False
286,0.985,0.485,0.1915,flat_ground_walk_forward,False,False
287,0.985,0.5752,0.1493,flat_ground_walk_forward,False,False
288,0.9853,0.6632,0.1044,flat_ground_walk_forward,False,False
289,0.9859,0.7393,0.0629,flat_ground_walk_forward,False,False
290,0.9855,0.6592,0.1148,flat_ground_walk_forward,False,False
291,0.9851,0.4811,0.1991,flat_ground_walk_forward,False,False
292,0.9859,0.1819,0.3397,flat_ground_walk_forward,False,False
293,0.9867,0.2994,0.5799,flat_ground_walk_forward,False,False
294,0.9871,0.2861,0.5619,flat_ground_walk_forward,False,False
295,0.9868,0.2535,0.5945,flat_ground_walk_forward,False,False
296,0.9861,0.2355,0.6254,flat_ground_walk_forward,False,False
297,0.9857,0.226,0.6398,flat_ground_walk_forward,False,False
298,0.9851,0.2181,0.664,flat_ground_walk_forward,False,False
299,0.9851,0.196,0.6307,flat_ground_walk_forward,False,False
300,0.9846,0.1402,0.5882,flat_ground_walk_forward,False,False
301,0.9844,0.1192,0.5888,flat_ground_walk_forward,False,False
302,0.9842,0.0767,0.5523,flat_ground_walk_forward,False,False
303,0.9841,0.0383,0.509,flat_ground_walk_forward,False,False
304,0.9842,0.0399,0.527,flat_ground_walk_forward,False,False
305,0.9841,0.0184,0.514,flat_ground_walk_forward,False,False
306,0.9842,0.0095,0.5054,flat_ground_walk_forward,False,False
307,0.9844,0.0244,0.5183,flat_ground_walk_forward,False,False
308,0.9844,0.0168,0.5043,flat_ground_walk_forward,False,False
309,0.9845,0.0217,0.5107,flat_ground_walk_forward,False,False
310,0.9846,0.0269,0.5137,flat_ground_walk_forward,False,False
311,0.9847,0.0179,0.5036,flat_ground_walk_forward,False,False
312,0.9848,0.0226,0.5113,flat_ground_walk_forward,False,False
313,0.9848,0.0218,0.509,flat_ground_walk_forward,False,False
314,0.9849,0.0179,0.5057,flat_ground_walk_forward,False,False
315,0.9849,0.02,0.5094,flat_ground_walk_forward,False,False
316,0.985,0.0162,0.5062,flat_ground_walk_forward,False,False
317,0.985,0.0167,0.5072,flat_ground_walk_forward,False,False
318,0.985,0.0167,0.5073,flat_ground_walk_forward,False,False
319,0.9851,0.0135,0.5052,flat_ground_walk_forward,False,False
320,0.9851,0.0431,0.4896,flat_ground_walk_forward,False,False
321,0.9855,0.1079,0.4742,flat_ground_walk_forward,False,False
322,0.9864,0.163,0.4816,flat_ground_walk_forward,False,False
323,0.9876,0.2144,0.5076,flat_ground_walk_forward,False,False
324,0.9888,0.2466,0.539,flat_ground_walk_forward,False,False
325,0.99,0.284,0.5846,flat_ground_walk_forward,False,False
326,0.9912,0.3298,0.6394,flat_ground_walk_forward,False,False
327,0.9923,0.3925,0.7008,flat_ground_walk_forward,False,False
328,0.9933,0.4615,0.7623,flat_ground_walk_forward,False,False
329,0.9941,0.5216,0.8125,flat_ground_walk_forward,False,False
330,0.9949,0.5596,0.8437,flat_ground_walk_forward,False,False
331,0.9954,0.5813,0.8602,flat_ground_walk_forward,False,False
332,0.9958,0.5776,0.8545,flat_ground_walk_forward,False,False
333,0.9959,0.5637,0.8402,flat_ground_walk_forward,False,False
334,0.9958,0.5359,0.8155,flat_ground_walk_forward,False,False
335,0.9955,0.4982,0.7845,flat_ground_walk_forward,False,False
336,0.9949,0.4689,0.7577,flat_ground_walk_forward,False,False
337,0.9941,0.4263,0.7286,flat_ground_walk_forward,False,False
338,0.9934,0.3735,0.6996,flat_ground_walk_forward,False,False
339,0.9928,0.323,0.6728,flat_ground_walk_forward,False,False
340,0.9924,0.2872,0.6535,flat_ground_walk_forward,False,False
341,0.9921,0.2596,0.6396,flat_ground_walk_forward,False,False
342,0.9918,0.2446,0.63,flat_ground_walk_forward,False,False
343,0.9916,0.2421,0.6261,flat_ground_walk_forward,False,False
344,0.9913,0.248,0.6253,flat_ground_walk_forward,False,False
345,0.991,0.2598,0.6286,flat_ground_walk_forward,False,False
346,0.9904,0.2752,0.6347,flat_ground_walk_forward,False,False
347,0.9897,0.2926,0.6436,flat_ground_walk_forward,False,False
348,0.9886,0.3114,0.6553,flat_ground_walk_forward,False,False
349,0.9872,0.3314,0.6692,flat_ground_walk_forward,False,False
350,0.9864,0.2454,0.6195,flat_ground_walk_forward,False,False
351,0.9871,0.1578,0.5009,flat_ground_walk_forward,False,False
352,0.9872,0.0766,0.4884,flat_ground_walk_forward,False,False
353,0.987,0.0528,0.504,flat_ground_walk_forward,False,False
354,0.9864,0.046,0.5102,flat_ground_walk_forward,False,False
355,0.9859,0.0464,0.5233,flat_ground_walk_forward,False,False
356,0.986,0.014,0.4931,flat_ground_walk_forward,False,False
357,0.9862,0.0372,0.4811,flat_ground_walk_forward,False,False
358,0.9861,0.0547,0.4863,flat_ground_walk_forward,False,False
359,0.9862,0.0576,0.4975,flat_ground_walk_forward,False,False
360,0.9865,0.0873,0.4692,flat_ground_walk_forward,False,False
361,0.9865,0.1357,0.4192,flat_ground_walk_forward,False,False
362,0.9864,0.188,0.3802,flat_ground_walk_forward,False,False
363,0.9861,0.2465,0.318,flat_ground_walk_forward,False,False
364,0.9857,0.3145,0.26,flat_ground_walk_forward,False,False
365,0.9853,0.395,0.2301,flat_ground_walk_forward,False,False
366,0.985,0.4801,0.1958,flat_ground_walk_forward,False,False
367,0.985,0.5696,0.1534,flat_ground_walk_forward,False,False
368,0.9853,0.6586,0.1089,flat_ground_walk_forward,False,False
369,0.9857,0.7322,0.0727,flat_ground_walk_forward,False,False
370,0.9854,0.6549,0.114,flat_ground_walk_forward,False,False
371,0.9849,0.4429,0.2274,flat_ground_walk_forward,False,False
372,0.9856,0.1747,0.3456,flat_ground_walk_forward,False,False
373,0.9864,0.2735,0.5779,flat_ground_walk_forward,False,False
374,0.987,0.2779,0.5798,flat_ground_walk_forward,False,False
375,0.9867,0.2487,0.5983,flat_ground_walk_forward,False,False
376,0.9863,0.2397,0.6333,flat_ground_walk_forward,False,False
377,0.9857,0.1941,0.6188,flat_ground_walk_forward,False,False
378,0.9852,0.19,0.6366,flat_ground_walk_forward,False,False
379,0.985,0.17,0.5989,flat_ground_walk_forward,False,False
380,0.9846,0.1259,0.5569,flat_ground_walk_forward,False,False
381,0.9843,0.1227,0.5864,flat_ground_walk_forward,False,False
382,0.9841,0.0697,0.5335,flat_ground_walk_forward,False,False
383,0.9839,0.0452,0.5074,flat_ground_walk_forward,False,False
384,0.984,0.0535,0.5352,flat_ground_walk_forward,False,False
385,0.9839,0.0114,0.5052,flat_ground_walk_forward,False,False
386,0.9839,0.0195,0.5152,flat_ground_walk_forward,False,False
387,0.9842,0.0269,0.5221,flat_ground_walk_forward,False,False
388,0.9842,0.0187,0.5008,flat_ground_walk_forward,False,False
389,0.9842,0.0297,0.5205,flat_ground_walk_forward,False,False
390,0.9844,0.0244,0.5127,flat_ground_walk_forward,False,False
391,0.9844,0.0255,0.503,flat_ground_walk_forward,False,False
392,0.9845,0.0242,0.5161,flat_ground_walk_forward,False,False
393,0.9846,0.0224,0.5078,flat_ground_walk_forward,False,False
394,0.9846,0.0225,0.5084,flat_ground_walk_forward,False,False
395,0.9848,0.0202,0.5113,flat_ground_walk_forward,False,False
396,0.9848,0.0186,0.5062,flat_ground_walk_forward,False,False
397,0.9848,0.0187,0.51,flat_ground_walk_forward,False,False
398,0.9849,0.0178,0.5082,flat_ground_walk_forward,False,False
399,0.9849,0.0167,0.5062,flat_ground_walk_forward,False,False
400,0.9849,0.0422,0.4909,flat_ground_walk_forward,False,False
401,0.9853,0.1072,0.4752,flat_ground_walk_forward,False,False
402,0.9863,0.1633,0.4832,flat_ground_walk_forward,False,False
403,0.9874,0.2155,0.5091,flat_ground_walk_forward,False,False
404,0.9887,0.2492,0.5416,flat_ground_walk_forward,False,False
405,0.99,0.2859,0.586,flat_ground_walk_forward,False,False
406,0.9911,0.3322,0.6415,flat_ground_walk_forward,False,False
407,0.9922,0.3904,0.7001,flat_ground_walk_forward,False,False
408,0.9933,0.4528,0.7568,flat_ground_walk_forward,False,False
409,0.9942,0.5073,0.8027,flat_ground_walk_forward,False,False
410,0.9949,0.5436,0.8321,flat_ground_walk_forward,False,False
411,0.9955,0.5616,0.8444,flat_ground_walk_forward,False,False
412,0.9957,0.5645,0.8441,flat_ground_walk_forward,False,False
413,0.9958,0.552,0.831,flat_ground_walk_forward,False,False
414,0.9956,0.5286,0.8101,flat_ground_walk_forward,False,False
415,0.9953,0.4941,0.7822,flat_ground_walk_forward,False,False
416,0.9947,0.4659,0.7567,flat_ground_walk_forward,False,False
417,0.9939,0.4261,0.7305,flat_ground_walk_forward,False,False
418,0.9932,0.3749,0.7024,flat_ground_walk_forward,False,False
419,0.9926,0.3257,0.6771,flat_ground_walk_forward,False,False
420,0.9922,0.2904,0.6583,flat_ground_walk_forward,False,False
421,0.9918,0.2637,0.6447,flat_ground_walk_forward,False,False
422,0.9916,0.249,0.6355,flat_ground_walk_forward,False,False
423,0.9913,0.2464,0.6312,flat_ground_walk_forward,False,False
424,0.991,0.2523,0.6307,flat_ground_walk_forward,False,False
425,0.9906,0.2642,0.6335,flat_ground_walk_forward,False,False
426,0.99,0.2797,0.6395,flat_ground_walk_forward,False,False
427,0.9892,0.2975,0.6483,flat_ground_walk_forward,False,False
